Survived,Age,SibSp,Parch,Fare,Sex_female,Sex_male,HasCabin_No,HasCabin_Yes,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,NameLen,Embarked_C,Embarked_Q,Embarked_S,FamilySize,FamilyClass_LargeFamily,FamilyClass_MediumFamily,FamilyClass_Single,FamilyClass_SmallFamily,FareReal,UseGT,UseGT_0,UseGT_1,Pclass_1,Pclass_2,Pclass_3,AgeLevel_Children,AgeLevel_Middle,AgeLevel_Old,AgeLevel_Teenager,AgeLevel_Youth,Mother_No,Mother_Yes,D_Female_Family,S_Male_Family
0,-1.8769743578372498,3,1,-0.1495122594876375,1,0,1,0,0,1,0,0,0,0,-0.6128802061046921,0,0,1,1.9195639980971482,0,1,0,0,-0.5533687444175724,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1,0.38579143553647594,1,0,1.018298636150293,1,0,0,1,0,0,0,1,0,0,2.030721996316579,0,0,1,0.059159876663617626,0,0,0,1,1.0754007857365302,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,-0.05188657592799688,0,0,-0.5056778430740825,0,1,1,0,0,0,1,0,0,0,-0.26806252752800463,0,0,1,-0.5609748304808925,0,0,1,0,-0.48851764613093995,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,2.1365034813943673,0,0,-0.3904233471221729,0,1,1,0,0,0,1,0,0,0,-0.26806252752800463,0,0,1,-0.5609748304808925,0,0,1,0,-0.22489061565788096,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,-1.8025986217858883,4,2,-0.03031595911522424,1,0,1,0,0,1,0,0,0,0,0.19169437724091198,0,0,1,3.1598334123861687,1,0,0,0,-0.485207918128276,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,-0.4166182521483909,0,0,-0.4508187161799421,0,1,1,0,0,0,1,0,0,0,0.8813297343942869,0,0,1,-0.5609748304808925,0,0,1,0,-0.3630357844647241,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.23162547756065427,0,0,-0.5102074957534151,1,0,1,0,0,1,0,0,0,0,-0.15312330133577545,0,0,1,-0.5609748304808925,0,0,1,0,-0.4988785337914532,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1.0423084527331852,1,0,-0.1387759760481347,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,0,0,1,0.059159876663617626,0,0,0,1,0.3507142543706322,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,-1.5837596160536518,0,2,-0.13374302862665394,1,0,1,0,0,1,0,0,0,0,0.4215728296253703,0,0,1,0.6792945838081278,0,0,0,1,-0.443620466268716,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,-0.7813499283687849,0,0,-0.4508187161799421,0,1,1,0,0,0,1,0,0,0,0.4215728296253703,0,0,1,-0.5609748304808925,0,0,1,0,-0.3630357844647241,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0.23989876504831834,0,0,-0.4150847894874287,0,1,1,0,0,0,1,0,0,0,-0.15312330133577545,0,0,1,-0.5609748304808925,0,0,1,0,-0.28129989292067525,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.4883244996933204,1,0,-0.37121359340386517,1,0,1,0,0,1,0,0,0,0,-0.7278194322969213,1,0,0,0.059159876663617626,0,0,0,1,-0.5137475587940298,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0
1,-0.33820094176100624,1,0,-0.3501597677503268,1,0,1,0,0,1,0,0,0,0,0.3066336034331411,0,1,0,0.059159876663617626,0,0,0,1,-0.489668855870997,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.05188657592799688,0,0,-0.4508187161799421,0,1,1,0,0,0,1,0,0,0,0.3066336034331411,0,0,1,-0.5609748304808925,0,0,1,0,-0.3630357844647241,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.5625109226365484,0,0,-0.5187635063699324,0,1,1,0,0,0,1,0,0,0,0.3066336034331411,0,0,1,-0.5609748304808925,0,0,1,0,-0.5184490993724227,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0.021059759316081925,0,0,-0.5167503274013401,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,1,0,0,-0.5609748304808925,0,0,1,0,-0.5138442604121946,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1.0423084527331852,2,0,1.1496585638509411,0,1,0,1,0,0,0,0,1,0,0.07675515104868284,0,1,0,0.6792945838081278,0,0,0,1,1.2256336568139723,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
0,-0.3436719169043121,0,0,-0.5056778430740825,1,0,1,0,0,1,0,0,0,0,0.996268960586516,0,0,1,-0.5609748304808925,0,0,1,0,-0.48851764613093995,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-0.4166182521483909,0,2,-0.37029155743624986,1,0,1,0,0,0,0,1,0,0,0.07675515104868284,0,0,1,0.6792945838081278,0,0,0,1,-0.5126930506721376,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1,0.5316841060246336,1,1,0.3958075936298034,0,1,0,1,0,0,1,0,0,0,0.19169437724091198,0,0,1,0.6792945838081278,0,0,0,1,0.3634742631294243,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
0,1.7717718051739733,1,0,-0.1387759760481347,0,1,1,0,0,0,0,0,1,0,0.3066336034331411,0,0,1,0.059159876663617626,0,0,0,1,-0.2479148104590215,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1
0,0.23540040770826676,0,0,-0.516247032659192,0,1,1,0,0,0,1,0,0,0,-0.15312330133577545,0,0,1,-0.5609748304808925,0,0,1,0,-0.5126930506721376,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.05188657592799688,1,1,-0.45157365829316426,1,0,0,1,0,0,0,1,0,0,1.9157827701243495,0,0,1,0.6792945838081278,0,0,0,1,-0.6056532371817425,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0
0,2.3553424871266038,0,0,-0.127703491720877,0,1,0,1,0,0,1,0,0,0,0.07675515104868284,0,0,1,-0.5609748304808925,0,0,1,0,0.3760408686518868,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0.021059759316081925,1,0,-0.33808069393877294,0,1,1,0,0,0,1,0,0,0,0.07675515104868284,0,0,1,0.059159876663617626,0,0,0,1,-0.47585433899031265,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0
0,0.8234694470009487,0,2,-0.25528870885541444,1,0,1,0,0,0,0,1,0,0,1.4560258653554325,0,0,1,0.6792945838081278,0,0,0,1,-0.38116733787062235,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0
1,-0.05188657592799688,0,2,-0.35527726868848847,1,0,1,0,0,0,0,1,0,0,1.5709650915476618,1,0,0,0.6792945838081278,0,0,0,1,-0.14449933709021875,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0.40621640940481807,0,0,0.932235235242972,1,0,1,0,0,0,0,1,0,0,0.4215728296253703,1,0,0,-0.5609748304808925,0,0,1,0,2.8004885812119844,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0.021059759316081925,0,0,1.0791972999502104,1,0,0,1,0,1,0,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,0.48118469157709515,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,0.38579143553647594,0,0,9.651901196475078,1,0,1,0,0,1,0,0,0,0,-1.0726371108736086,1,0,0,-0.5609748304808925,0,0,1,0,7.017434326786315,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,1.479986464197658,0,1,-0.1387759760481347,1,0,1,0,0,0,0,1,0,0,-0.03818407514354631,0,0,1,0.059159876663617626,0,0,0,1,-0.2479148104590215,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,1.364086026808604,0,0,-0.5061811378162305,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1,-1.9484912922740458,4,2,-0.03031595911522424,0,1,1,0,1,0,0,0,0,0,0.3066336034331411,0,0,1,3.1598334123861687,1,0,0,0,-0.485207918128276,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,1.6258791346858157,1,1,0.9412945406016375,0,1,0,1,0,0,1,0,0,0,-1.0726371108736086,0,0,1,0.6792945838081278,0,0,0,1,0.3760408686518868,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
0,0.7505231117568699,0,0,1.0721285133703236,0,1,0,1,0,0,1,0,0,0,-0.7278194322969213,0,0,1,-0.5609748304808925,0,0,1,0,3.12047305722968,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1.4940955012061172,0,0,-0.5061811378162305,1,0,1,0,0,1,0,0,0,0,-0.9576978846813795,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0.4587377707805547,0,0,-0.4508187161799421,0,1,1,0,0,0,1,0,0,0,-0.9576978846813795,0,0,1,-0.5609748304808925,0,0,1,0,-0.3630357844647241,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-1.0001889341010213,4,1,0.13677789527793716,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,2.5396987052416584,0,1,0,0,-0.541952964898587,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
1,-0.3436719169043121,1,0,-0.5056778430740825,0,1,1,0,0,0,1,0,0,0,-0.26806252752800463,0,0,1,0.059159876663617626,0,0,0,1,-0.48851764613093995,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1,2.0635571461502886,0,1,2.427272266793833,1,0,0,1,0,0,0,1,0,0,2.145661222508808,0,0,1,0.059159876663617626,0,0,0,1,1.5090231211580103,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1,0.38579143553647594,0,0,2.0683385621255734,1,0,0,1,0,1,0,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,1.2353544718590135,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,1.6039952341125923,0,0,-0.038117027618519414,0,1,1,0,0,0,1,0,0,0,-0.4979409799124629,0,0,1,-0.5609748304808925,0,0,1,0,-0.13279383645331885,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1,-0.3436719169043121,0,0,-0.38462790919979717,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,-0.5609748304808925,0,0,1,0,-0.6878165159327575,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1,0.8234694470009487,0,1,-0.2696326090066346,1,0,1,0,0,0,0,1,0,0,1.3410866391632035,0,0,1,0.059159876663617626,0,0,0,1,-0.3975720766664349,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,0.5316841060246336,0,1,-0.0642883542102194,0,1,0,1,0,0,1,0,0,0,-0.4979409799124629,1,0,0,0.059159876663617626,0,0,0,1,0.521093295899072,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1,-0.7441472973943046,0,0,-0.5061811378162305,1,0,1,0,0,1,0,0,0,0,-0.03818407514354631,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,2.4282888223706824,1,0,0.9072375919899612,1,0,0,1,0,1,0,0,0,0,0.5365120558175994,0,0,1,0.059159876663617626,0,0,0,1,0.35007418175516036,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
0,1.115254787977264,0,0,-0.5061811378162305,1,0,1,0,0,1,0,0,0,0,0.4215728296253703,0,0,1,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0.23709033114142136,0,0,-0.2322144319070096,0,1,1,0,0,0,1,0,0,0,0.19169437724091198,0,0,1,-0.5609748304808925,0,0,1,0,-0.5186998906298764,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,-1.6567059512977305,4,1,-0.07586413327962514,0,1,1,0,1,0,0,0,0,0,-1.0726371108736086,0,1,0,2.5396987052416584,0,1,0,0,-0.5783120058553881,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
1,0.38579143553647594,1,1,-0.2545337667421923,1,0,1,0,0,0,0,1,0,0,0.6514512820098286,0,0,1,0.6792945838081278,0,0,0,1,-0.38030393056557954,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
0,2.5741814928588402,0,0,-0.5061811378162305,0,1,1,0,0,0,1,0,0,0,-0.9576978846813795,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.12483291117207568,0,0,-0.5040834053309574,0,1,1,0,0,0,1,0,0,0,0.7663905082020578,0,0,1,-0.5609748304808925,0,0,1,0,-0.4848706136744394,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-1.0001889341010213,0,0,-0.4709505058658652,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,-0.4090841740670052,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,-0.7813499283687849,0,0,-0.5001416009104536,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,-0.5609748304808925,0,0,1,0,-0.47585433899031265,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1.7710423418215326,0,0,-0.1387759760481347,0,1,0,1,0,0,1,0,0,0,0.19169437724091198,0,0,1,-0.5609748304808925,0,0,1,0,0.3507142543706322,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0.23989876504831834,0,0,-0.4878108797278257,0,1,1,0,0,0,1,0,0,0,-1.0726371108736086,1,0,0,-0.5609748304808925,0,0,1,0,-0.4476497003589156,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0.021059759316081925,0,0,-0.4709505058658652,0,1,1,0,0,0,1,0,0,0,-0.6128802061046921,0,0,1,-0.5609748304808925,0,0,1,0,-0.4090841740670052,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.5625109226365484,0,0,-0.5032459228800229,0,1,1,0,0,0,1,0,0,0,-0.9576978846813795,0,0,1,-0.5609748304808925,0,0,1,0,-0.4829550006669844,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0.8964157822450276,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,-0.6128802061046921,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,-0.5625109226365484,0,0,-0.5061811378162305,1,0,1,0,0,1,0,0,0,0,-1.0726371108736086,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-0.2707255816602333,0,0,0.9251891088528988,1,0,1,0,0,1,0,0,0,0,0.07675515104868284,0,0,1,-0.5609748304808925,0,0,1,0,0.9689138847812552,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,-0.7813499283687849,1,0,1.1713847912799893,1,0,0,1,0,0,0,1,0,0,1.4560258653554325,1,0,0,0.059159876663617626,0,0,0,1,1.250481367843363,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
0,0.4587377707805547,0,0,-0.40300571567587484,0,1,0,1,0,0,1,0,0,0,-0.15312330133577545,1,0,0,-0.5609748304808925,0,0,1,0,-0.25367085915930665,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.4166182521483909,0,0,-0.4840361691617151,1,0,1,0,0,1,0,0,0,0,-0.7278194322969213,0,0,1,-0.5609748304808925,0,0,1,0,-0.43901562730848787,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.4166182521483909,0,0,-0.5032459228800229,0,1,1,0,0,0,1,0,0,0,-1.0726371108736086,0,0,1,-0.5609748304808925,0,0,1,0,-0.4829550006669844,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1.2075319020610238,0,0,-0.10413319235659829,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,1,0,0,-0.5609748304808925,0,0,1,0,0.42995432319823745,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,-0.45309141977043027,0,0,-0.5166657738846593,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,1,0,0,-0.5609748304808925,0,0,1,0,-0.513650857175865,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-2.0214376275181247,1,2,2.3887702190195057,1,0,0,1,0,1,0,0,0,0,-0.03818407514354631,0,0,1,1.299429290952638,0,0,0,1,0.8981144857677483,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
1,0.314668758673499,0,0,-0.04818292246148094,0,1,0,1,0,0,1,0,0,0,-0.7278194322969213,0,0,1,-0.5609748304808925,0,0,1,0,0.5579320075808969,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1,1.479986464197658,0,1,4.320834180609291,1,0,0,1,0,0,0,1,0,0,2.375539674893266,1,0,0,0.059159876663617626,0,0,0,1,4.85242324124547,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.34586030696163456,0,0,-0.5061811378162305,1,0,1,0,0,1,0,0,0,0,1.5709650915476618,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-0.426526796019045,2,0,-0.19413839768442312,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,0,1,0,0.6792945838081278,0,0,0,1,-0.3112313461621579,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
0,-0.7813499283687849,0,0,-0.38462790919979717,0,1,1,0,0,0,1,0,0,0,0.5365120558175994,0,0,1,-0.5609748304808925,0,0,1,0,-0.6878165159327575,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1,0.04936293739078462,0,0,-0.4135749052609844,1,0,0,1,0,1,0,0,0,0,-0.8427586584891503,0,1,0,-0.5609748304808925,0,0,1,0,-0.2778462637005042,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.7518370569012849,0,0,-0.5001416009104536,0,1,1,0,0,0,1,0,0,0,0.6514512820098286,0,0,1,-0.5609748304808925,0,0,1,0,-0.47585433899031265,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-2.1002196695817297,1,2,2.3887702190195057,0,1,0,1,1,0,0,0,0,0,-0.03818407514354631,0,0,1,1.299429290952638,0,0,0,1,0.8981144857677483,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
1,-0.16714178561364126,0,0,1.5700767673989782,1,0,1,0,0,1,0,0,0,0,-0.6128802061046921,1,0,0,-0.5609748304808925,0,0,1,0,0.42995547440797754,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,-0.9272425988569425,1,0,1.530149388914887,1,0,0,1,0,0,0,1,0,0,4.789263424930078,1,0,0,0.059159876663617626,0,0,0,1,1.6607909385555284,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
0,0.021059759316081925,1,0,-0.17903955541998082,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,1,0,0,0.059159876663617626,0,0,0,1,-0.29396320006130255,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1,0.021059759316081925,0,0,0.4838841735057168,1,0,0,1,0,1,0,0,0,0,-0.26806252752800463,1,0,0,-0.5609748304808925,0,0,1,0,0.4642051153844141,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,-0.4166182521483909,0,0,1.0119228983567612,1,0,0,1,0,1,0,0,0,0,0.5365120558175994,1,0,0,-0.5609748304808925,0,0,1,0,1.068109023243009,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,-0.8542962636128637,2,2,4.619875810961928,1,0,0,1,0,1,0,0,0,0,-0.26806252752800463,1,0,0,1.9195639980971482,0,1,0,0,5.194429235660571,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,-0.2707255816602333,1,1,-0.1387759760481347,1,0,1,0,0,0,0,1,0,0,0.996268960586516,0,0,1,0.6792945838081278,0,0,0,1,0.3507142543706322,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0,-0.12483291117207568,0,0,-0.5032459228800229,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,-0.4829550006669844,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0.9693621174891064,1,1,-0.13374302862665394,0,1,1,0,0,0,1,0,0,0,-0.6128802061046921,0,0,1,0.6792945838081278,0,0,0,1,-0.443620466268716,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,-0.2707255816602333,0,0,-0.5040834053309574,1,0,1,0,0,1,0,0,0,0,0.3066336034331411,0,0,1,-0.5609748304808925,0,0,1,0,-0.4848706136744394,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-0.4166182521483909,1,0,-0.1387759760481347,1,0,1,0,0,0,0,1,0,0,0.996268960586516,0,0,1,0.059159876663617626,0,0,0,1,-0.2479148104590215,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,1.7717718051739733,0,0,-0.3803574522792114,0,1,1,0,0,0,0,0,1,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,-0.20186642085674045,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0.09400609456016072,0,2,2.656859222730037,1,0,0,1,0,1,0,0,0,0,-0.15312330133577545,0,0,1,0.6792945838081278,0,0,0,1,2.9493791417325195,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1,0.7505231117568699,1,1,2.045523204874517,1,0,0,1,0,0,0,1,0,0,3.2950534844310995,1,0,0,0.6792945838081278,0,0,0,1,2.2502103254647254,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0,-0.5625109226365484,0,0,-0.516247032659192,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,-0.5126930506721376,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.1977792464161545,0,0,-0.5032459228800229,0,1,1,0,0,0,1,0,0,0,-1.0726371108736086,0,0,1,-0.5609748304808925,0,0,1,0,-0.4829550006669844,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0.021059759316081925,0,0,-0.4135749052609844,1,0,1,0,0,1,0,0,0,0,-0.38300175372023376,0,1,0,-0.5609748304808925,0,0,1,0,-0.2778462637005042,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1,-0.5625109226365484,1,1,-0.07838060699036553,1,0,1,0,0,0,0,1,0,0,2.605418127277724,0,0,1,0.6792945838081278,0,0,0,1,-0.1788422260555999,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,-1.4687232453737395,8,2,0.7379634647738145,0,1,1,0,0,0,1,0,0,0,0.07675515104868284,0,0,1,5.64037224096421,1,0,0,0,-0.3890202328831542,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
1,0.4587377707805547,0,0,2.0683385621255734,1,0,0,1,0,1,0,0,0,0,-0.26806252752800463,1,0,0,-0.5609748304808925,0,0,1,0,1.2353544718590135,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,2.2823961518825246,0,0,-0.5366304697161891,0,1,1,0,0,0,1,0,0,0,-0.15312330133577545,0,0,1,-0.5609748304808925,0,0,1,0,-0.5593170451444471,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0.4587377707805547,0,0,-0.40048924196513447,1,0,0,1,0,0,0,1,0,0,-0.15312330133577545,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1,0.09400609456016072,1,1,-0.24899752457856347,1,0,1,0,0,0,0,1,0,0,1.9157827701243495,0,0,1,0.6792945838081278,0,0,0,1,-0.531496143093069,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1,-1.0001889341010213,0,1,0.505022552675936,1,0,0,1,0,1,0,0,0,0,-0.03818407514354631,1,0,0,0.059159876663617626,0,0,0,1,0.4883805199256116,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1,-0.4206910891995188,2,0,-0.19413839768442312,1,0,1,0,0,1,0,0,0,0,-0.9576978846813795,0,1,0,0.6792945838081278,0,0,0,1,-0.3112313461621579,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
0,1.1517279555993034,0,0,-0.08844650183332706,0,1,0,1,0,0,1,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,0.46583522837633484,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0.6046304412687123,0,1,2.427272266793833,0,1,0,1,0,0,1,0,0,0,-0.03818407514354631,0,0,1,0.059159876663617626,0,0,0,1,1.5090231211580103,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,-1.0001889341010213,2,0,-0.29983029353551915,0,1,1,0,0,0,1,0,0,0,-0.15312330133577545,0,0,1,0.6792945838081278,0,0,0,1,-0.4321083688681457,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
1,0.25813534885933803,1,0,2.0284111836414827,1,0,1,0,0,0,0,1,0,0,2.260600448701037,0,0,1,0.059159876663617626,0,0,0,1,2.2306397598837564,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
0,-0.14505017745597304,0,0,-0.5032459228800229,0,1,1,0,0,0,1,0,0,0,-0.9576978846813795,0,0,1,-0.5609748304808925,0,0,1,0,-0.4829550006669844,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.05188657592799688,1,0,0.6785746852003414,0,1,0,1,0,0,1,0,0,0,0.07675515104868284,0,0,1,0.059159876663617626,0,0,0,1,0.6868674984672838,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,0.8234694470009487,0,0,2.045523204874517,1,0,0,1,0,1,0,0,0,0,0.5365120558175994,1,0,0,-0.5609748304808925,0,0,1,0,2.2502103254647254,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1,1.115254787977264,0,0,-0.5001416009104536,0,1,1,0,0,0,1,0,0,0,-0.26806252752800463,0,0,1,-0.5609748304808925,0,0,1,0,-0.47585433899031265,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,1.115254787977264,0,0,0.05247602596813435,0,1,0,1,0,0,1,0,0,0,-0.03818407514354631,0,0,1,-0.5609748304808925,0,0,1,0,0.7881739555923022,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1,-2.0214376275181247,1,1,-0.1387759760481347,0,1,0,1,1,0,0,0,0,0,-0.15312330133577545,0,0,1,0.6792945838081278,0,0,0,1,-0.4474578320689061,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1,-0.4166182521483909,3,2,4.6324581795156305,1,0,0,1,0,1,0,0,0,0,0.19169437724091198,0,0,1,2.5396987052416584,0,1,0,0,2.181137741061304,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,-0.12483291117207568,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,-0.26806252752800463,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.3436719169043121,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,1.685904317739891,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0.4587377707805547,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,0.07675515104868284,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
